#Sample ID,genomicsSampleID,Site_Name,Year,Month,Site,domainID,plotID,namedLocation,release,plotType,nlcdClass,elevation,soilTemp,soilMoisture,soilInWaterpH,soilInCaClpH,caclpHRatio,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,kclAmmoniumNConc,kclNitrateNitriteNConc
BMI_18S_05_0470,GUAN_007-M-20180925-COMP,GUAN_2018-09,2018,9,GUAN,D04,GUAN_007,GUAN_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,172.4,23.6,0.428,7.71,7.303333333,2.666666667,3.2,-12.93333333,1.048333333,14.01333333,0,0.782666667,2.557666667
BMI_H23VFBGXH_Plate19S_13WellA2,SJER_001-M-20190313-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_001,SJER_001.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,399.4,5.975,0.126,6.5275,5.3825,2,3.2,-27.675,0.0675,0.7,9.925,0.116,0.09325
BMI_H23VFBGXH_Plate19S_13WellA3,CLBJ_001-M-20190416-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_001,CLBJ_001.basePlot.bgc,RELEASE-2023,tower,deciduousForest,278.1,14.86,0.1688,6.794,5.428,2,2.7,-9.92,0.021,0.085,0,0.1626,0.154
BMI_H23VFBGXH_Plate19S_13WellA4,CPER_002-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_002,CPER_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1651.1,21.63333333,0.091666667,6.966666667,5.93,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellA5,WREF_001-M-20190619-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_001,WREF_001.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,666.4,10.85,0.26575,5.0425,4.095,2.225,4.1,-26.625,0.11,4.28,39.2,0.039,0.0385
BMI_H23VFBGXH_Plate19S_13WellA6,WREF_001-O-20190619-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_001,WREF_001.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,666.4,10.15,1.2305,4.13,3.195,14.6,-1.1,-27.5,0.67,40.785,63.25,0.0335,0.047
BMI_H23VFBGXH_Plate19S_13WellA7,WREF_003-M-20190620-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_003,WREF_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,602.1,9.5,0.299666667,5.226666667,4.33,2,4.933333333,-26.8,0.106666667,2.85,27.9,0.086333333,0.034333333
BMI_H23VFBGXH_Plate19S_13WellA8,PUUM_004-M-20190109-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_004,PUUM_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1100.7,14.72,2.5374,5.584,4.756,3.2,2.78E-18,-13.37,0.374,6.266,0,0.2578,0.1522
BMI_H23VFBGXH_Plate19S_13WellA9,KONA_001-M-20190619-COMP,KONA_2019-06,2019,6,KONA,D06,KONA_001,KONA_001.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,328.3,20.64,0.2458,6.248,5.352,2,6.36,-17.02,0.106,0.916,8.78,0.121,0.2998
BMI_H23VFBGXH_Plate19S_13WellB1,SJER_002-M-20190312-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_002,SJER_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,349.3,7.166666667,0.094666667,6.253333333,5.16,2,2.133333333,-27.1,0.056666667,0.626666667,11.7,0.108333333,0.101
BMI_H23VFBGXH_Plate19S_13WellB2,SJER_003-M-20190311-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_003,SJER_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,437.5,7.3,0.218666667,6.226666667,5.046666667,2,3.5,-27.03333333,0.05,0.553333333,11.13333333,0.097666667,0.066333333
BMI_H23VFBGXH_Plate19S_13WellB3,CLBJ_002-M-20190415-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_002,CLBJ_002.basePlot.bgc,RELEASE-2023,tower,deciduousForest,263.1,11.36666667,0.161,7.46,6.67,2,1.55,-12.56666667,0.038333333,0.088333333,0,0.268,0.113333333
BMI_H23VFBGXH_Plate19S_13WellB4,CPER_003-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_003,CPER_003.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1623.8,20.16666667,0.078666667,8.713333333,7.523333333,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellB5,WREF_003-O-20190620-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_003,WREF_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,602.1,9.1,1.174,4.17,3.05,13.2,0.3,-27.8,0.71,33.09,46.6,0.057,0.03
BMI_H23VFBGXH_Plate19S_13WellB6,WREF_004-M-20190619-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_004,WREF_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,567.8,11.03333333,0.292333333,5.433333333,4.4,2,3.966666667,-26.33333333,0.15,3.81,25.23333333,0.095333333,0.036666667
BMI_H23VFBGXH_Plate19S_13WellB7,PUUM_006-M-20190107-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_006,PUUM_006.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1662.7,10.73333333,3.789666667,4.626666667,3.853333333,4,-0.133333333,-13.36666667,0.723333333,12.645,0,0.082666667,0.097333333
BMI_H23VFBGXH_Plate19S_13WellB8,PUUM_006-O-20190107-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_006,PUUM_006.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1662.7,10.73333333,4.553333333,4.44,3.456666667,7.933333333,-1.55,-13.86666667,0.8,18.88666667,0,0.045333333,0.043
BMI_H23VFBGXH_Plate19S_13WellC1,SJER_004-M-20190312-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_004,SJER_004.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,383.1,10.1,0.1195,6.4125,5.4475,2,2.6,-26.475,0.1025,1.4375,14.3,0.1375,0.06475
BMI_H23VFBGXH_Plate19S_13WellC2,SJER_005-M-20190312-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_005,SJER_005.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,499.5,6.5,0.1515,6.5375,5.525,2,2.4,-27.25,0.0725,0.7975,11.05,0.11525,0.1015
BMI_H23VFBGXH_Plate19S_13WellC3,CLBJ_003-M-20190415-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_003,CLBJ_003.basePlot.bgc,RELEASE-2023,tower,deciduousForest,273.4,14.23333333,0.179666667,6.473333333,5.11,2,2.45,-12.35,0.023333333,0.073333333,0,0.130666667,0.067666667
BMI_H23VFBGXH_Plate19S_13WellC4,CPER_004-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_004,CPER_004.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1622.7,19.26666667,0.070666667,7.35,6.47,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellC5,WREF_004-O-20190619-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_004,WREF_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,567.8,10.4,1.146,4.69,3.65,13.3,-0.2,-27.5,0.63,21.4,33.8,0.074,0.046
BMI_H23VFBGXH_Plate19S_13WellC6,WREF_005-M-20190619-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_005,WREF_005.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,677,10.88333333,0.279333333,5.248333333,4.281666667,2,4.166666667,-26.16666667,0.065,2.216666667,33.23333333,0.053333333,0.039833333
BMI_H23VFBGXH_Plate19S_13WellC7,PUUM_007-M-20190109-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_007,PUUM_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1099.5,14.3,2.172333333,5.546666667,4.593333333,3.966666667,0.05,-13.58333333,0.41,5.981666667,0,0.172,0.089333333
BMI_H23VFBGXH_Plate19S_13WellC8,PUUM_007-O-20190109-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_007,PUUM_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1099.5,14.05,3.198,5.2,4.2875,7.975,-1.0375,-14.2625,0.57375,12.835,0,0.14725,0.0985
BMI_H23VFBGXH_Plate19S_13WellD1,SJER_025-M-20190313-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_025,SJER_025.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,432.6,5.625,0.16025,6.2575,5.1625,2,2.05,-27.4,0.0775,0.97,12.625,0.089,0.06775
BMI_H23VFBGXH_Plate19S_13WellD2,CLBJ_006-M-20190416-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_006,CLBJ_006.basePlot.bgc,RELEASE-2023,tower,deciduousForest,275.8,14.8,0.195666667,5.996666667,5.286666667,2,1.75,-11.43333333,0.033333333,0.06,0,0.156666667,0.090666667
BMI_H23VFBGXH_Plate19S_13WellD5,WREF_007-M-20190620-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_007,WREF_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,598.4,10.03333333,0.215333333,5.32,4.343333333,2,3.7,-27,0.083333333,2.8,34.26666667,0.053,0.038666667
BMI_H23VFBGXH_Plate19S_13WellD7,PUUM_010-M-20190109-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_010,PUUM_010.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1651.9,10.425,2.79875,5.5125,4.56,3.5,-0.1125,-13.5625,0.52375,10.3875,0,0.16825,0.15225
BMI_H23VFBGXH_Plate19S_13WellD8,PUUM_010-O-20190109-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_010,PUUM_010.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1651.9,10.4,3.590333333,5.26,4.406666667,6.6,-0.533333333,-13.83333333,0.551666667,11.61833333,0,0.047333333,0.089
BMI_H23VFBGXH_Plate19S_13WellE1,SJER_045-M-20190311-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_045,SJER_045.basePlot.bgc,RELEASE-2023,tower,evergreenForest,412.9,7.5,0.163,6.37,5.41,2,1.733333333,-27.73333333,0.126666667,1.563333333,12.03333333,0.170666667,0.102666667
BMI_H23VFBGXH_Plate19S_13WellE2,CLBJ_031-M-20190416-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_031,CLBJ_031.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,292.4,18.1,0.155666667,6.613333333,5.366666667,2,2.066666667,-10.73333333,0.023333333,0.07,0,0.101666667,0.063
BMI_H23VFBGXH_Plate19S_13WellE3,CLBJ_032-M-20190415-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_032,CLBJ_032.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,289.9,17.56666667,0.165666667,6.043333333,4.853333333,2,2.633333333,-9.9,0.028333333,0.096666667,0,0.115666667,0.092333333
BMI_H23VFBGXH_Plate19S_13WellE4,CPER_005-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_005,CPER_005.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1664.4,19.3,0.121666667,7.323333333,6.446666667,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellE5,WREF_007-O-20190620-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_007,WREF_007.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,598.4,10.1,0.915,4.14,3.1,13.4,0.2,-28.2,0.71,29.26,41.3,0.121,0.047
BMI_H23VFBGXH_Plate19S_13WellE6,WREF_008-M-20190620-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_008,WREF_008.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,465.4,10.975,0.27275,5.3,4.3825,2,4.1,-26.325,0.105,2.7375,25.65,0.08875,0.0465
BMI_H23VFBGXH_Plate19S_13WellE7,PUUM_014-O-20190107-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_014,PUUM_014.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1763.9,10.425,3.29175,4.925,4.19,4,-0.2375,-13.7625,0.81625,14.965,0,0.0735,0.1285
BMI_H23VFBGXH_Plate19S_13WellE8,PUUM_015-M-20190110-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_015,PUUM_015.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1207.5,14.125,2.1705,5.48,4.425,2.5,0.1375,-13.1875,0.30875,5.71375,0,0.039,0.123
BMI_H23VFBGXH_Plate19S_13WellF1,SJER_046-M-20190311-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_046,SJER_046.basePlot.bgc,RELEASE-2023,tower,evergreenForest,431.8,9.666666667,0.152333333,6.32,5.303333333,2,1.333333333,-27.2,0.16,2.126666667,13.4,0.170666667,0.078333333
BMI_H23VFBGXH_Plate19S_13WellF2,CLBJ_033-M-20190415-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_033,CLBJ_033.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,308.6,12.72857143,0.192142857,6.944285714,5.892857143,2,1.6,-13.8,0.03,0.082857143,0,0.202142857,0.088428571
BMI_H23VFBGXH_Plate19S_13WellF3,CPER_006-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_006,CPER_006.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1650,17.66666667,0.091333333,6.673333333,5.723333333,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellF4,CPER_045-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_045,CPER_045.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,1652,20.03333333,0.095666667,7.03,6.063333333,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellF5,WREF_008-O-20190620-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_008,WREF_008.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,465.4,11.2,0.866,4,3.12,15.8,-1.8,-28.2,1.1,48.34,43.8,0.141,0.055
BMI_H23VFBGXH_Plate19S_13WellF6,WREF_070-M-20190618-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_070,WREF_070.basePlot.bgc,RELEASE-2023,tower,evergreenForest,363.5,14.3,0.259,5.15,4.326666667,2,4.8,-27.33333333,0.13,3.94,30.86666667,0.126666667,0.100333333
BMI_H23VFBGXH_Plate19S_13WellF7,PUUM_015-O-20190110-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_015,PUUM_015.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1207.5,14.23333333,4.289,4.456666667,3.476666667,8,-1.516666667,-13.75,0.708333333,16.175,0,0.024666667,0.051333333
BMI_H23VFBGXH_Plate19S_13WellF8,PUUM_031-M-20190104-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_031,PUUM_031.basePlot.bgc,RELEASE-2023,tower,evergreenForest,1707.9,11.175,4.67925,4.2875,3.66,4.5,0.4625,-13.125,1.18625,21.25,0,0.52725,0.51325
BMI_H23VFBGXH_Plate19S_13WellG1,SJER_047-M-20190313-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_047,SJER_047.basePlot.bgc,RELEASE-2023,tower,evergreenForest,377.3,6.125,0.11125,6.1525,5.12,3.5,1.8,-27.525,0.0725,0.92,12.6,0.111,0.093
BMI_H23VFBGXH_Plate19S_13WellG2,CLBJ_034-M-20190416-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_034,CLBJ_034.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,323,18.2,0.167571429,8.262857143,7.324285714,2,1.514285714,-7.628571429,0.074285714,1.508571429,0,0.325571429,0.125142857
BMI_H23VFBGXH_Plate19S_13WellG3,CPER_047-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_047,CPER_047.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,1649.3,20.73333333,0.101666667,6.886666667,5.956666667,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellG4,WREF_070-O-20190618-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_070,WREF_070.basePlot.bgc,RELEASE-2023,tower,evergreenForest,363.5,14.7,1.008,3.94,3.01,13.4,-0.2,-27.8,0.92,46.28,50.1,0.078,0.074
BMI_H23VFBGXH_Plate19S_13WellG5,WREF_071-O-20190617-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_071,WREF_071.basePlot.bgc,RELEASE-2023,tower,evergreenForest,371.3,13.6,1.304,5.61,4.63,16.1,-0.45,-27.1,0.725,30.53,41.95,0.113,0.041
BMI_H23VFBGXH_Plate19S_13WellG6,WREF_072-M-20190618-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_072,WREF_072.basePlot.bgc,RELEASE-2023,tower,evergreenForest,418.1,13.26666667,0.32,5.54,4.58,2,4.433333333,-26.5,0.126666667,2.62,21.16666667,0.107666667,0.064
BMI_H23VFBGXH_Plate19S_13WellG7,PUUM_032-O-20190109-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_032,PUUM_032.basePlot.bgc,RELEASE-2023,tower,evergreenForest,1683.6,9.55,3.4695,4.5325,3.57,8,-0.9,-13.825,0.64,17.99875,0,0.0335,0.0665
BMI_H23VFBGXH_Plate19S_13WellH1,SJER_048-M-20190313-COMP,SJER_2019-03,2019,3,SJER,D17,SJER_048,SJER_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,381.8,6.675,0.12225,6.55,5.4725,2,3.15,-27.075,0.0825,0.95,11.675,0.1035,0.088
BMI_H23VFBGXH_Plate19S_13WellH2,CLBJ_040-M-20190415-COMP,CLBJ_2019-04,2019,4,CLBJ,D11,CLBJ_040,CLBJ_040.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,330.4,12.63333333,0.185666667,7.2,6.46,2,2,-12.35,0.058333333,0.088333333,0,0.368666667,0.103
BMI_H23VFBGXH_Plate19S_13WellH3,CPER_048-M-20190624-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_048,CPER_048.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,1652.1,19.8,0.074666667,6.513333333,5.466666667,2,0,0,0,0,0,0,0
BMI_H23VFBGXH_Plate19S_13WellH4,WREF_072-O-20190618-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_072,WREF_072.basePlot.bgc,RELEASE-2023,tower,evergreenForest,418.1,13.1,1.5115,5.13,4.19,13.35,-0.75,-27.7,0.775,30.46,39.3,0.074,0.0465
BMI_H23VFBGXH_Plate19S_13WellH5,WREF_073-M-20190618-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_073,WREF_073.basePlot.bgc,RELEASE-2023,tower,evergreenForest,371.8,14.26666667,0.253,5.546666667,4.533333333,2,2.666666667,-26.66666667,0.11,3.456666667,30.76666667,0.077666667,0.079333333
BMI_H23VFBGXH_Plate19S_13WellH6,WREF_073-O-20190618-COMP,WREF_2019-06,2019,6,WREF,D16,WREF_073,WREF_073.basePlot.bgc,RELEASE-2023,tower,evergreenForest,371.8,14.7,1.15,4.61,3.57,13.3,0.2,-27,0.73,41.8,57,0.065,0.0445
BMI_H23VFBGXH_Plate19S_13WellH7,PUUM_034-O-20190104-COMP,PUUM_2019-01,2019,1,PUUM,D20,PUUM_034,PUUM_034.basePlot.bgc,RELEASE-2023,tower,evergreenForest,1646.6,11.53333333,5.027333333,3.91,3.103333333,7.833333333,-0.516666667,-13.51666667,1.168333333,24.625,0,0.124333333,0.163333333
BMI_H23VFBGXH_Plate19S_13WellH8,CPER_001-M-20190626-COMP,CPER_2019-06,2019,6,CPER,D10,CPER_001,CPER_001.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,1637.9,16.8,0.13,8.216666667,6.9,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellA10,HARV_001-O-20190717-COMP,HARV_2019-07,2019,7,HARV,D01,HARV_001,HARV_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,190,18.33333333,0.986,4.066666667,3.27,7.833333333,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellA11,SCBI_003-M-20190729-COMP,SCBI_2019-07,2019,7,SCBI,D02,SCBI_003,SCBI_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,566,20.73333333,0.362666667,5.606666667,4.743333333,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellA12,SRER_001-M-20190806-COMP,SRER_2019-08,2019,8,SRER,D14,SRER_001,SRER_001.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1172.1,25.93333333,0.130333333,6.603333333,5.773333333,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellA6,DELA_001-M-20190626-COMP,DELA_2019-06,2019,6,DELA,D08,DELA_001,DELA_001.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,28.6,24.275,0.17125,7.1425,6.4375,2,5.075,-26.775,0.0375,0.4475,11.975,0.035,0.10325
BMI_H25VYBGXH_19S_26WellA7,TALL_001-M-20190618-COMP,TALL_2019-06,2019,6,TALL,D08,TALL_001,TALL_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,100.3,22.03333333,0.161,5.026666667,4.193333333,1.4,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellA8,DCFS_003-M-20190731-COMP,DCFS_2019-07,2019,7,DCFS,D09,DCFS_003,DCFS_003.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,587.5,18.7,0.25,7.7375,6.91,2,4.9125,-11.2,0.20375,1.415,0,0.18425,0.08225
BMI_H25VYBGXH_19S_26WellA9,DCFS_004-M-20190729-COMP,DCFS_2019-07,2019,7,DCFS,D09,DCFS_004,DCFS_004.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,507.2,20.4,0.189333333,7.786666667,7.053333333,2,4.6,-10.68333333,0.161666667,0.96,0,0.262333333,0.170333333
BMI_H25VYBGXH_19S_26WellB10,HARV_002-O-20190716-COMP,HARV_2019-07,2019,7,HARV,D01,HARV_002,HARV_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,193.6,18.53333333,0.827,4.28,3.513333333,7.833333333,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellB11,SCBI_004-M-20190729-COMP,SCBI_2019-07,2019,7,SCBI,D02,SCBI_004,SCBI_004.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,309.4,20.7,0.291666667,6.653333333,5.956666667,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellB12,SRER_002-M-20190806-COMP,SRER_2019-08,2019,8,SRER,D14,SRER_002,SRER_002.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1032,25.73333333,0.030666667,7.18,6.183333333,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellB6,DELA_002-M-20190624-COMP,DELA_2019-06,2019,6,DELA,D08,DELA_002,DELA_002.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,24,25.55,0.2425,6.5975,6.04,2,7.575,-25.9,0.14,1.53,10.45,0.0935,0.1045
BMI_H25VYBGXH_19S_26WellB7,TALL_003-M-20190617-COMP,TALL_2019-06,2019,6,TALL,D08,TALL_003,TALL_003.basePlot.bgc,RELEASE-2023,distributed,mixedForest,120.8,23.4,0.067,5.7,4.816666667,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellB8,DCFS_006-M-20190729-COMP,DCFS_2019-07,2019,7,DCFS,D09,DCFS_006,DCFS_006.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,500.1,19.7,0.309666667,6.946666667,6.24,2,4.983333333,-10.98333333,0.22,1.458333333,0,0.412,0.124666667
BMI_H25VYBGXH_19S_26WellB9,DCFS_007-M-20190722-COMP,DCFS_2019-07,2019,7,DCFS,D09,DCFS_007,DCFS_007.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,568.5,17.83333333,0.429666667,7.196666667,6.566666667,2,4.066666667,-12.01666667,0.18,1.038333333,0,0.351666667,0.148333333
BMI_H25VYBGXH_19S_26WellC10,HARV_004-O-20190718-COMP,HARV_2019-07,2019,7,HARV,D01,HARV_004,HARV_004.basePlot.bgc,RELEASE-2023,distributed,mixedForest,199.7,18.53333333,0.929666667,4.58,3.546666667,7.866666667,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellC11,SCBI_005-M-20190729-COMP,SCBI_2019-07,2019,7,SCBI,D02,SCBI_005,SCBI_005.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,270.7,20.5,0.305,6.07,5.276666667,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellC12,SRER_003-M-20190806-COMP,SRER_2019-08,2019,8,SRER,D14,SRER_003,SRER_003.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,974.5,30.26666667,0.023333333,7.12,5.98,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellC6,DELA_003-M-20190626-COMP,DELA_2019-06,2019,6,DELA,D08,DELA_003,DELA_003.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,25.1,24.66666667,0.317,6.406666667,5.616666667,2,6.7,-26.63333333,0.176666667,1.963333333,11.06666667,0.096666667,0.095666667
BMI_H25VYBGXH_19S_26WellC7,TALL_004-M-20190618-COMP,TALL_2019-06,2019,6,TALL,D08,TALL_004,TALL_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,132.2,29.5,0.089666667,5.03,3.97,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellC8,DCFS_008-M-20190722-COMP,DCFS_2019-07,2019,7,DCFS,D09,DCFS_008,DCFS_008.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,568.5,18.96666667,0.331666667,7.16,6.503333333,2,5.433333333,-11.3,0.168333333,1.771666667,0,0.210333333,0.133333333
BMI_H25VYBGXH_19S_26WellC9,HARV_005-O-20190716-COMP,HARV_2019-07,2019,7,HARV,D01,HARV_005,HARV_005.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,189.8,18.1,1.461666667,4.24,3.383333333,7.833333333,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellD10,HARV_013-O-20190717-COMP,HARV_2019-07,2019,7,HARV,D01,HARV_013,HARV_013.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,184.6,18.23333333,0.810333333,4.17,3.243333333,7.866666667,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellD12,SRER_004-M-20190806-COMP,SRER_2019-08,2019,8,SRER,D14,SRER_004,SRER_004.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1044.5,26.83333333,0.07,7.753333333,6.846666667,2,0,0,0,0,0,0,0
BMI_H25VYBGXH_19S_26WellD6,DELA_004-M-20190624-COMP,DELA_2019-06,2019,6,DELA,D08,DELA_004,DELA_004.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,24.6,25.2,0.251,6.466666667,5.716666667,2,6.566666667,-25.8,0.15,1.663333333,10.96666667,0.067666667,0.084666667
BMI_H25VYBGXH_19S_26WellD7,TALL_006-M-20190617-COMP,TALL_2019-06,2019,6,TALL,D08,TALL_006,TALL_006.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,99,22.46666667,0.068333333,5.32,4.33,2,0,0,0,0,0,0,0
